AD	AD100	Canillo	Canillo	02					42.5833	1.6667	6
AR	5709	EL MOLINO	San Luis	D					-32.5333	-65.9333	3
AR	5709	CORRAL DE PIEDRA	San Luis	D					-32.5333	-65.9333	3
AR	5709	CAÑADA QUEMADA (LUJAN, DPTO. AYACUCHO)	San Luis	D					-32.5333	-65.9333	3
AR	5709	BAÑADITO VIEJO	San Luis	D					-32.5333	-65.9333	3
AR	5711	EL POTRERILLO	San Luis	D					-32.1667	-65.875	3
AR	5711	EL INJERTO	San Luis	D					-32.1667	-65.875	3
AR	5711	EL CHAÑAR (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	EL CALDEN (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	EL BAÑADO (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	BAÑOS ZAPALLAR	San Luis	D					-32.1667	-65.875	3
AR	5711	BAÑADO LA CAUTANA	San Luis	D					-32.1667	-65.875	3
AR	5711	BAÑADITO	San Luis	D					-32.1667	-65.875	3
AR	5711	BALDE RETAMO	San Luis	D					-32.1667	-65.875	3
AR	5711	BAJADA	San Luis	D					-32.1667	-65.875	3
AR	5711	ANGELITA	San Luis	D					-32.1667	-65.875	3
AR	5711	PUESTO DE TABERES	San Luis	D					-32.1667	-65.875	3
AR	5711	PUNTOS DE LA LINEA	San Luis	D					-32.1667	-65.875	3
AR	5711	QUEBRADA DEL TIGRE	San Luis	D					-32.1667	-65.875	3
AR	5711	REPRESA DEL MONTE	San Luis	D					-32.1667	-65.875	3
AR	5711	REPRESITA	San Luis	D					-32.1667	-65.875	3
AR	5711	PASO DEL MEDIO	San Luis	D					-32.1667	-65.875	3
AR	5711	PIE DE LA CUESTA	San Luis	D					-32.1667	-65.875	3
AR	5711	NARANJO	San Luis	D					-32.1667	-65.875	3
AR	5711	SAN MIGUEL (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	SANTA ANA (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	SANTA CLARA (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	PUESTO TALAR	San Luis	D					-32.1667	-65.875	3
AR	5711	PIES DE LA CUESTA	San Luis	D					-32.1667	-65.875	3
AR	5711	LOS MOLLES (TALITA, DPTO. JUNIN)	San Luis	D					-32.1667	-65.875	3
AR	5711	LA UNION (TALITA, DPTO. JUNIN )	San Luis	D					-32.1667	-65.875	3
AR	5711	LAS PLAYAS	San Luis	D					-32.1667	-65.875	3
AR	5711	LA REPRESITA (QUINES - DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	LA FLORIDA (QUINES - DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	LA BREA (QUINES - DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	LA AGUADA (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	ENTRE RIOS	San Luis	D					-32.1667	-65.875	3
AR	5711	EL ZAPALLAR	San Luis	D					-32.1667	-65.875	3
AR	5711	EL RIO	San Luis	D					-32.1667	-65.875	3
AR	5711	EL PUESTO (QUINES, DPTO. AYACUCHO)	San Luis	D					-32.1667	-65.875	3
AR	5711	EL RETAMO	San Luis	D					-32.1	-65.9667	4
AR	5711	QUINES	San Luis	D					-32.2167	-65.8	4
AR	5711	TALITA	San Luis	D					-32.2333	-65.5833	4
AR	5711	LAS PUERTAS	San Luis	D					-32.1667	-65.875	3
AR	5711	BALDE VIEJO	San Luis	D					-32.1167	-66.15	4
AR	5712	BALDE DE LA LINEA	San Luis	D					-32.2351	-66.0825	1
AR	5713	LA MEDULA	San Luis	D					-32.0708	-66.2396	3
AR	5713	BALDE AHUMADA	San Luis	D					-32.0708	-66.2396	3
AR	5713	BALDE DE GUARDIA	San Luis	D					-32.0708	-66.2396	3
AR	5713	BALDE EL CARRIL	San Luis	D					-32.0708	-66.2396	3
AR	5713	EL CADILLO	San Luis	D					-32.0708	-66.2396	3
AR	5713	EL PUESTITO	San Luis	D					-32.0708	-66.2396	3
AR	5713	EL SEMBRADO	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA BAJADA (CANDELARIA - DPTO. AYACUCHO)	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA COLONIA (CANDELARIA - DPTO. AYACUCHO)	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA MODERNA	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA PLATA	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA RAMADA (CANDELARIA - DPTO. AYACUCHO)	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA RESISTENCIA	San Luis	D					-32.0708	-66.2396	3
AR	5713	LAS BAJADAS	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA SIRENA	San Luis	D					-32.0708	-66.2396	3
AR	5713	LAS PLAYAS ARGENTINAS	San Luis	D					-32.0708	-66.2396	3
AR	5713	LA TUSCA	San Luis	D					-32.0708	-66.2396	3
AR	5713	LOS ARCES	San Luis	D					-32.0708	-66.2396	3
AR	5713	MEDANO BELLO	San Luis	D					-32.0708	-66.2396	3
AR	5713	PATIO LIMPIO	San Luis	D					-32.0708	-66.2396	3
AR	5713	PUESTO ROBERTO	San Luis	D					-32.0708	-66.2396	3
AR	5713	QUEBRACHITO	San Luis	D					-32.0708	-66.2396	3
AR	5713	SAN CELESTINO	San Luis	D					-32.0708	-66.2396	3
AR	5713	SAN MARTIN (CANDELARIA, DPTO. AYACUCHO)	San Luis	D					-32.0708	-66.2396	3
AR	5713	SAN MARTIN (DPTO. SAN MARTIN)	San Luis	D					-32.0708	-66.2396	3
AR	5713	SAN PEDRO (CANDELARIA, DPTO. AYACUCHO)	San Luis	D					-32.0708	-66.2396	3
AR	5713	TRES CAÑADAS (CANDELARIA, DPTO. AYACUCHO)	San Luis	D					-32.0708	-66.2396	3
AR	5713	CANDELARIA	San Luis	D					-32.0667	-65.8167	4
AR	5713	BALDECITO	San Luis	D					-32.4	-66.1	4
AR	5713	SALINAS	San Luis	D					-31.9333	-66.5667	4
AR	5713	LAS CHIMBAS	San Luis	D					-32.1333	-66.55	4
AR	5713	BALDE LOS TORRES	San Luis	D					-32.0333	-66.1167	4
AR	5713	BALDE DE TORRES	San Luis	D					-32.0333	-66.1167	4
AR	5713	EL MOLLAR	San Luis	D					-32.0167	-66.8	4
AR	5713	EL HORMIGUERO	San Luis	D					-31.95	-65.85	4
AR	5714	SANTA RITA	San Luis	D					-32.2351	-66.0825	1
AR	5715	ARBOL VERDE	San Luis	D					-32.325	-65.7042	3
AR	5715	BALDE DE GARCIA	San Luis	D					-32.325	-65.7042	3
AR	5715	BALDE DE GUIÑAZU	San Luis	D					-32.325	-65.7042	3
AR	5715	BALDE DE LEDESMA	San Luis	D					-32.325	-65.7042	3
AR	5715	ISLITAS	San Luis	D					-32.325	-65.7042	3
AR	5715	BALDE DE MONTE	San Luis	D					-32.325	-65.7042	3
AR	5715	BALDE NUEVO	San Luis	D					-32.325	-65.7042	3
AR	5715	BASCULA CASTELLANO	San Luis	D					-32.325	-65.7042	3
AR	5715	CAÑADA (LAS PALOMAS, DPTO. AYACUCHO)	San Luis	D					-32.325	-65.7042	3
AR	5715	EL ALTO	San Luis	D					-32.325	-65.7042	3
AR	5715	SANTA LUCINDA	San Luis	D					-32.325	-65.7042	3
AR	5715	EL POCITO	San Luis	D					-32.325	-65.7042	3
AR	5715	SANTA LUCIA (LAS PALOMAS, DPTO.JUNIN)	San Luis	D					-32.325	-65.7042	3
AR	5715	SAN JORGE (BALDE DE QUINES, DPTO. AYACUCHO)	San Luis	D					-32.325	-65.7042	3
AR	5715	QUEBRACHOS	San Luis	D					-32.325	-65.7042	3
AR	5715	EL BARRIAL	San Luis	D					-32.325	-65.7042	3
AR	5715	POZO DEL MEDIO	San Luis	D					-32.325	-65.7042	3
AR	5715	POCITOS	San Luis	D					-32.325	-65.7042	3
AR	5715	LOS CERRILOS (LAS PALOMAS, DPTO. AYACUCHO)	San Luis	D					-32.325	-65.7042	3
AR	5715	LOS ALGARROBITOS	San Luis	D					-32.325	-65.7042	3
AR	5715	LAS ROSADAS	San Luis	D					-32.325	-65.7042	3
AR	5715	LAS ISLITAS	San Luis	D					-32.325	-65.7042	3
AR	5715	EL TEMBLEQUE	San Luis	D					-32.325	-65.7042	3
AR	5715	LAS CABRAS	San Luis	D					-32.325	-65.7042	3
AR	5715	FLORIDA	San Luis	D					-33.1167	-66.0167	4
AR	5715	LAS PALOMAS	San Luis	D					-32.05	-65.4833	4
AR	5715	BALDE DE QUINES	San Luis	D					-32.05	-65.7333	4
AR	5715	BALDE DE ESCUDERO	San Luis	D					-32.0833	-65.5833	4
AR	5717	EL PIMPOLLO	San Luis	D					-31.8833	-65.9333	4
AR	5719	ALGARROBOS GRANDES	San Luis	D					-32.9333	-66.5667	4
AR	5719	ALTILLO	San Luis	D					-33.025	-66.7	3
AR	5719	LOS TELARIOS	San Luis	D					-33.025	-66.7	3
AR	5719	PORTEZUELO	San Luis	D					-33.1167	-66.8333	4
AR	5719	SANTA ROSA (CANTANTAL, DPTO.AYACUCHO)	San Luis	D					-33.025	-66.7	3
AR	5719	SANTA MARIA (CANTANAL, DPTO.AYACUCHO)	San Luis	D					-33.025	-66.7	3
AR	5719	SANTA ANA (CANTANTAL, DPTO. AYACUCHO)	San Luis	D					-33.025	-66.7	3
AR	5719	SAN ROQUE (CANTANTAL, DPTO. AYACUCHO)	San Luis	D					-33.025	-66.7	3
AR	5719	SAN PEDRO (DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	SAN JOSE (SAN ANTONIO, DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	CHARLONE	San Luis	D					-33.025	-66.7	3
AR	5719	SAN ISIDRO (DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	SAN GERONIMO (DPTO. LA CAPITAL)	San Luis	D					-33.025	-66.7	3
AR	5719	SAN ANTONIO (DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	SANTA ROSA DE CHIPISCU	San Luis	D					-33.025	-66.7	3
AR	5719	REPRESA DEL CARMEN	San Luis	D					-33.025	-66.7	3
AR	5719	RECREO	San Luis	D					-33.025	-66.7	3
AR	5719	CHISPICU	San Luis	D					-33.025	-66.7	3
AR	5719	EL CALDEN (SAN GERONIMO, DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	PUNTA DE LA SIERRA	San Luis	D					-33.025	-66.7	3
AR	5719	CHIPERNI	San Luis	D					-33.025	-66.7	3
AR	5719	ALAZANAS	San Luis	D					-33.025	-66.7	3
AR	5719	PUERTO ALEGRE	San Luis	D					-33.025	-66.7	3
AR	5719	AGUADITAS	San Luis	D					-33.025	-66.7	3
AR	5719	MONTE VERDE	San Luis	D					-33.025	-66.7	3
AR	5719	LOS TALAS (LA FLORIDA, DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	LOS CHANCAROS	San Luis	D					-33.025	-66.7	3
AR	5719	EL PEDERNAL	San Luis	D					-33.025	-66.7	3
AR	5719	EL RAMBLON	San Luis	D					-33.025	-66.7	3
AR	5719	RIVADAVIA (ESTANCIA)	San Luis	D					-33.025	-66.7	3
AR	5719	LOS CERRITOS	San Luis	D					-33.025	-66.7	3
AR	5719	LOS ARADITOS	San Luis	D					-33.025	-66.7	3
AR	5719	LOS ALGARROBOS (SAN GERONIMO, DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	LOS AGUADOS	San Luis	D					-33.025	-66.7	3
AR	5719	LA YESERA	San Luis	D					-33.025	-66.7	3
AR	5719	LAS LAGUNAS (CANTANTAL, DPTO. AYACUCHO)	San Luis	D					-33.025	-66.7	3
AR	5719	LAS GALERAS	San Luis	D					-33.025	-66.7	3
AR	5719	LAS BARRANCAS (DPTO. LA CAPITAL)	San Luis	D					-33.025	-66.7	3
AR	5719	LA PRIMAVERA (CANTANTAL - DPTO. AYACUCHO)	San Luis	D					-33.025	-66.7	3
AR	5719	LA MERCED	San Luis	D					-33.025	-66.7	3
AR	5719	LA JOSEFA (SAN ANTONIO - DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	LA FLORIDA (DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	LA ESTRELLA (SAN ANTONIO - DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	LA EMPAJADA	San Luis	D					-33.025	-66.7	3
AR	5719	LA ALAMEDA (BELLA ESTANCIA - DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	LA AGUADA (BELLA ESTANCIA, DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	HUALTARAN	San Luis	D					-33.025	-66.7	3
AR	5719	GUALTARAN	San Luis	D					-33.025	-66.7	3
AR	5719	LA CALERA	San Luis	D					-33.025	-66.7	3
AR	5719	GIGANTE	San Luis	D					-33.025	-66.7	3
AR	5719	ESTANCIA SAN ROQUE	San Luis	D					-33.025	-66.7	3
AR	5719	EL VALLE (SAN ANTONIO, DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	EL CARMEN (CANTANTAL, DPTO. AYACUCHO)	San Luis	D					-33.025	-66.7	3
AR	5719	EL CHAÑARAL	San Luis	D					-33.025	-66.7	3
AR	5719	EL GIGANTE	San Luis	D					-33.025	-66.7	3
AR	5719	EL JARILLAL	San Luis	D					-33.025	-66.7	3
AR	5719	EL MOLLE (SAN GERONIMO, DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	SAN AGUSTIN	San Luis	D					-33.025	-66.7	3
AR	5719	ROMANCE	San Luis	D					-33.025	-66.7	3
AR	5719	LA ALAMEDA (LA FLORIDA - DPTO. BELGRANO)	San Luis	D					-33.025	-66.7	3
AR	5719	BAJO DE LA CRUZ	San Luis	D					-33.025	-66.7	3
AR	5719	AGUA AMARGA	San Luis	D					-33.025	-66.7	3
AR	5719	BALZORA	San Luis	D					-33.025	-66.7	3
AR	5719	CASA DE LOS TIGRES	San Luis	D					-33.025	-66.7	3
AR	5719	CANTANTAL	San Luis	D					-33.025	-66.7	3
AR	5719	CAÑADA DE VILAN	San Luis	D					-33.025	-66.7	3
AR	5719	BELLA ESTANCIA	San Luis	D					-33.025	-66.7	3
AR	5719	BEBIDA	San Luis	D					-33.025	-66.7	3
AR	5719	TRES PUERTAS	San Luis	D					-33.025	-66.7	3
AR	5719	TRES LOMAS	San Luis	D					-33.025	-66.7	3
AR	5719	SANTA ROSA (LAS BARRANCAS, DPTO.LA CAPITAL)	San Luis	D					-33.025	-66.7	3
AR	5719	SANTA ROSA DE SALINAS	San Luis	D					-33.025	-66.7	3
AR	5719	SANTA ROSA DEL GIGANTE	San Luis	D					-33.025	-66.7	3
AR	5721	LA CAÑADA (VARELA - DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA JERGA	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA DULCE (BEAZLEY - DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA COSTA (EMBARCADERO FCGSM)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LOS CLAVELES	San Luis	D					-33.8708	-66.4875	3
AR	5721	LOS JUNES	San Luis	D					-33.8708	-66.4875	3
AR	5721	PASO ANCHO	San Luis	D					-33.8708	-66.4875	3
AR	5721	PASO DE LAS CARRETAS (BEAZLEY, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	PASO DE LAS SALINAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	PASO DE LAS TOSCAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	PUNTA DEL CERRO NORTE	San Luis	D					-33.8708	-66.4875	3
AR	5721	PUNTOS DE AGUA	San Luis	D					-33.8708	-66.4875	3
AR	5721	SALITRAL	San Luis	D					-33.8708	-66.4875	3
AR	5721	SALTO CHICO	San Luis	D					-33.8708	-66.4875	3
AR	5721	SAN ANTONIO (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	SAN GERONIMO (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	SAN JORGE (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	SAN MARTIN (ESTACION ZANJITAS, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	SANTA ISABEL (VARELA, DPTO.LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	SANTO DOMINGO (VARELA, DPTO.LA CAPITAL )	San Luis	D					-33.8708	-66.4875	3
AR	5721	SAN VICENTE (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	TAMASCANES	San Luis	D					-33.8708	-66.4875	3
AR	5721	TRANSVAAL	San Luis	D					-33.8708	-66.4875	3
AR	5721	TRES CAÑADAS (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	VACAS MUERTAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	PASO DE LAS VACAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	POZO CERCADO	San Luis	D					-33.8708	-66.4875	3
AR	5721	PUENTE LA HORQUETA	San Luis	D					-33.8708	-66.4875	3
AR	5721	PUERTA DE LA ISLA	San Luis	D					-33.8708	-66.4875	3
AR	5721	PUESTO DE LOS JUMES	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA EMILIA	San Luis	D					-33.8708	-66.4875	3
AR	5721	PUNTA DEL CERRO	San Luis	D					-33.8708	-66.4875	3
AR	5721	LOS CHAÑARITOS	San Luis	D					-33.8708	-66.4875	3
AR	5721	LOS CERRILOS (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LOS BOLLEROS	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA VERDE (ALTO PELADO, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA TOTORA (BEAZLEY, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA TOSCA	San Luis	D					-33.8708	-66.4875	3
AR	5721	LAS VIZCACHERAS (BEAZLEY, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LAS TRES CAÑADAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	LAS PIEDRITAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	LAS LAGUNITAS (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA SEÑA (ESTACION FCGSM)	San Luis	D					-33.8708	-66.4875	3
AR	5721	LAS COLONIAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	HUEJEDA (EMBARCADERO FCGSM)	San Luis	D					-33.8708	-66.4875	3
AR	5721	FORTIN SALTO	San Luis	D					-33.8708	-66.4875	3
AR	5721	ESTACION ZANJITAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	EL TOTORAL (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	EL SOCORRO (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	EL MOLLE (VARELA, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	EL CAZADOR	San Luis	D					-33.8708	-66.4875	3
AR	5721	CUMBERITA	San Luis	D					-33.8708	-66.4875	3
AR	5721	CRUZ DE CAÑA (TORO NEGRO, DPTO. BELGRANO)	San Luis	D					-33.8708	-66.4875	3
AR	5721	CRUZ DE CAÑA (BEAZLEY, DPTO. LA CAPITAL)	San Luis	D					-33.8708	-66.4875	3
AR	5721	CHISCHACA (EMBARCADERO FCGSM)	San Luis	D					-33.8708	-66.4875	3
AR	5721	CHICHAQUITA	San Luis	D					-33.8708	-66.4875	3
AR	5721	CHALANTA (EMBARCADERO FCGSM)	San Luis	D					-33.8708	-66.4875	3
AR	5721	CERRO VIEJO	San Luis	D					-33.8708	-66.4875	3
AR	5721	CERRO VARELA	San Luis	D					-33.8708	-66.4875	3
AR	5721	CERRILLO	San Luis	D					-33.8708	-66.4875	3
AR	5721	CAÑA LARGA	San Luis	D					-33.8708	-66.4875	3
AR	5721	ALTO DEL VALLE	San Luis	D					-33.8708	-66.4875	3
AR	5721	AGUA SEBALLE	San Luis	D					-33.8708	-66.4875	3
AR	5721	AGUAS DE LAS PIEDRAS	San Luis	D					-33.8708	-66.4875	3
AR	5721	PAJE	San Luis	D					-33.8708	-66.4875	3
AR	5721	EL CERRILLO	San Luis	D					-33.8708	-66.4875	3
AR	5721	BEAZLEY	San Luis	D					-33.75	-66.65	4
AR	5721	ALTO PELADO	San Luis	D					-33.8333	-66.15	4
AR	5721	PASO DE LOS BAYOS	San Luis	D					-33.8708	-66.4875	3
AR	5721	PASO DE LA TIERRA	San Luis	D					-33.8708	-66.4875	3
AR	5721	CAZADOR	San Luis	D					-33.85	-66.3833	4
AR	5721	MOSMOTA	San Luis	D					-33.6333	-66.9833	4
AR	5721	TRAVESIA	San Luis	D					-33.7833	-66.0833	4
AR	5721	DONADO	San Luis	D					-33.7833	-66.8833	4
AR	5721	LOS COROS	San Luis	D					-33.6167	-66.5167	4
AR	5721	CHISCHAQUITA	San Luis	D					-34.1667	-66.3333	4
AR	5721	GORGONTA	San Luis	D					-33.7833	-66.7333	4
AR	5721	VARELA	San Luis	D					-34.1167	-66.45	4
AR	5721	LA IRENE	San Luis	D					-34.3333	-66.25	4
AR	5721	ZANJITAS	San Luis	D					-33.8	-66.4333	4
AR	5721	LA REPRESA	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA PEREGRINA	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA BONITA	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA AMARGA	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA AGUANUEVA	San Luis	D					-33.8708	-66.4875	3
AR	5721	LA JARILLA	San Luis	D					-33.8708	-66.4875	3
AR	5722	BARRANCAS DE CORRAL	San Luis	D					-33.3833	-66.0167	3
AR	5722	ELEODORO LOBOS	San Luis	D					-33.3833	-66.0167	4
AR	5722	EL LINCE	San Luis	D					-33.3833	-66.0167	3
AR	5722	BALDA	San Luis	D					-33.3833	-66.0167	3
AR	5722	CORRAL DE BARRANCAS	San Luis	D					-33.3833	-66.0167	3
AR	5722	EL RIECITO	San Luis	D					-33.3833	-66.0167	3
AR	5722	ALTO DEL LEON	San Luis	D					-33.3833	-66.0167	3
AR	5722	LA DELIA	San Luis	D					-33.3833	-66.0167	3
AR	5722	LA MARIA	San Luis	D					-33.3833	-66.0167	3
AR	5722	LAS CAÑITAS	San Luis	D					-33.3833	-66.0167	3
AR	5722	LA YERBA BUENA	San Luis	D					-33.3833	-66.0167	3
AR	5722	LINCE	San Luis	D					-33.3833	-66.0167	3
AR	5722	SAN PEDRO (ELEODORO LOBOS, DPTO. PRINGLES)	San Luis	D					-33.3833	-66.0167	3
AR	5722	SANTA DIONISIA	San Luis	D					-33.3833	-66.0167	3
AR	5722	CAMPO DE SAN PEDRO	San Luis	D					-33.3833	-66.0167	3
AR	5722	COLONIA LA LUISA	San Luis	D					-33.3833	-66.0167	3
AR	5722	ALTO GRANDE	San Luis	D					-33.3833	-66.0167	3
AR	5722	CERRO DEL LINCE	San Luis	D					-33.3833	-66.0167	3
AR	5722	JUAN W. JEZ	San Luis	D					-33.3833	-66.0167	3
AR	5722	LA CUMBRE (JUAN W. JEZ - DPTO. LA CAPITAL)	San Luis	D					-33.3833	-66.0167	3
AR	5722	ACASAPE	San Luis	D					-33.3833	-66.0167	3
AR	5722	CASA PA	San Luis	D					-33.3833	-66.0167	3
AR	5722	LAS HIGUERAS (ELEODORO LOBOS, DPTO. PRINGLES)	San Luis	D					-33.3833	-66.0167	3
AR	5724	EL CHARCO	San Luis	D					-33.4111	-66.9278	3
AR	5724	BELLA VISTA (CHOSMES, DPTO. LA CAPITAL)	San Luis	D					-33.4111	-66.9278	3
AR	5724	BALDE (DPTO. LA CAPITAL)	San Luis	D					-33.4111	-66.9278	3
AR	5724	BEBEDERO	San Luis	D					-33.4111	-66.9278	3
AR	5724	SANTA ISABEL (CHOSMES, DPTO.LA CAPITAL)	San Luis	D					-33.4111	-66.9278	3
AR	5724	SAN ANTONIO (ALTO PENCOSO, DPTO. LA CAPITAL)	San Luis	D					-33.4111	-66.9278	3
AR	5724	SALINAS DE BEBEDERO	San Luis	D					-33.4111	-66.9278	3
AR	5724	REFORMA CHICA	San Luis	D					-33.4111	-66.9278	3
AR	5724	GUASQUITA	San Luis	D					-33.4111	-66.9278	3
AR	5724	LA BREA (CHOSMES - DPTO. CAPITAL)	San Luis	D					-33.4111	-66.9278	3
AR	5724	LA CABRA	San Luis	D					-33.4111	-66.9278	3
AR	5724	LAGUNA SECA	San Luis	D					-33.4111	-66.9278	3
AR	5724	LA UNION (ALTO PENCOSO, DPTO. LA CAPITAL)	San Luis	D					-33.4111	-66.9278	3
AR	5724	LOS JAGUELES	San Luis	D					-33.4111	-66.9278	3
AR	5724	LOS TAMARIÑOS	San Luis	D					-33.4111	-66.9278	3
AR	5724	MANTILLA	San Luis	D					-33.4111	-66.9278	3
AR	5724	MATACO	San Luis	D					-33.4111	-66.9278	3
AR	5724	NEGRO MUERTO	San Luis	D					-33.4111	-66.9278	3
AR	5724	PALOMAR	San Luis	D					-33.4111	-66.9278	3
AR	5724	PASO LOS ALGARROBOS	San Luis	D					-33.4111	-66.9278	3
AR	5724	EL QUEMADO	San Luis	D					-33.4111	-66.9278	3
AR	5724	EL NEGRO	San Luis	D					-33.4111	-66.9278	3
AR	5724	EL MILAGRO (CHOSMES, DPTO. LA CAPITAL)	San Luis	D					-33.4111	-66.9278	3
AR	5724	EL MATACO	San Luis	D					-33.4111	-66.9278	3
AR	5724	EL LECHUZO	San Luis	D					-33.4111	-66.9278	3
AR	5724	EL ALAMO	San Luis	D					-33.4111	-66.9278	3
AR	5724	LA SELVA	San Luis	D					-33.4111	-66.9278	3
AR	5724	LA REFORMA	San Luis	D					-33.4111	-66.9278	3
AR	5724	JARILLA	San Luis	D					-33.4	-67.0333	4
AR	5724	CHOSMES	San Luis	D					-33.4	-66.8167	4
AR	5724	ALTO PENCOSO	San Luis	D					-33.4333	-66.9333	4
AR	5730	CORONEL ALZOGARAY	San Luis	D					-33.45	-65.55	4
AR	5730	LIBORIO LUNA	San Luis	D					-33.5833	-65.65	4
AR	5730	LAVAISSE	San Luis	D					-33.8167	-65.4167	4
AR	5730	EL FORTIN	San Luis	D					-34.7667	-65.5167	4
AR	5730	LAS ISLETAS	San Luis	D					-33.8	-65.55	4
AR	5730	PEDERNERA	San Luis	D					-33.7833	-65.3	4
AR	5730	VISTA HERMOSA	San Luis	D					-33.8667	-65.4972	3
AR	5730	MARLITO	San Luis	D					-33.8667	-65.4972	3
AR	5730	LA PRIMAVERA (MERCEDES - DPTO. GRAL. PEDERNERA)	San Luis	D					-33.8667	-65.4972	3
AR	5730	TRES ESQUINAS	San Luis	D					-33.8667	-65.4972	3
AR	5730	SANTA CLARA (MERCEDES, DPTO. GRAL. PEDERNERA)	San Luis	D					-33.8667	-65.4972	3
AR	5730	SAN RAMON (MERCEDES, DPTO. GRAL. PEDERNERA)	San Luis	D					-33.8667	-65.4972	3
AR	5730	MERCEDES	San Luis	D					-33.8667	-65.4972	3
